RankinBoxOffice,TitleinBoxOffice,Title,Year,imdbID,imdbRating,imdbVotes,Type,Website,Writer,Runtime,Response,Released,Ratings,Rated,Production,Poster,Plot,Metascore,Language,Genre,Director,DVD,Country,BoxOffice,Awards,Actors
126,The Light Between Oceans,The Light Between Oceans,2016,tt2547584,7.2,"33,672",movie,N/A,Derek Cianfrance (written for the screen by)| M.L. Stedman (novel),133 min,True,02 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.2/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '59%'}| {'Source': 'Metacritic'| 'Value': '60/100'}],PG-13,Dreamworks Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BNTI1NzQzMjgxOF5BMl5BanBnXkFtZTgwOTY1OTY2OTE@._V1_SX300.jpg,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,60,English,Drama| Romance,Derek Cianfrance,24 Jan 2017,"UK, New Zealand, USA","$12,533,911",1 win & 8 nominations.,Michael Fassbender| Alicia Vikander| Rachel Weisz| Florence Clery
128,The Danish Girl,The Danish Girl,2016,tt5863564,N/A,N/A,movie,N/A,Abiola Ogunbiyi,5 min,True,30 Jun 2016,[],N/A,N/A,N/A,N/A,N/A,English,Short| Drama,Abiola Ogunbiyi,N/A,UK,N/A,N/A,Abiola Ogunbiyi
130,The Darkness,The Darkness,2016,tt1878841,4.4,"9,764",movie,N/A,Greg McLean| Shayne Armstrong| Shane Krause,92 min,True,13 May 2016,[{'Source': 'Internet Movie Database'| 'Value': '4.4/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '3%'}| {'Source': 'Metacritic'| 'Value': '27/100'}],PG-13,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxMTg2NjAyMV5BMl5BanBnXkFtZTgwNDE5ODIxODE@._V1_SX300.jpg,"A family unknowingly awakens an ancient supernatural entity on a Grand Canyon vacation, and must fight for survival when it follows them home.",27,English,Horror| Thriller,Greg McLean,06 Sep 2016,USA,"$10,732,841",N/A,Kevin Bacon| Radha Mitchell| David Mazouz| Lucy Fry
132,The Lady in the Van,The Lady in the Van: Playing the Lady - Maggie Smith as Miss Shepherd,2016,tt5567214,N/A,N/A,movie,N/A,N/A,6 min,True,07 Mar 2016,[],N/A,N/A,N/A,N/A,N/A,English,Documentary| Short,N/A,N/A,UK,N/A,N/A,Nicholas Hytner| Alex Jennings| Maggie Smith
134,Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,2016,tt3960412,6.7,"36,274",movie,http://www.popstarmovie.com/,Andy Samberg| Akiva Schaffer| Jorma Taccone,87 min,True,03 Jun 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.7/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '78%'}| {'Source': 'Metacritic'| 'Value': '68/100'}],R,Universal Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxMzk2ODI4N15BMl5BanBnXkFtZTgwNzgzNzQ5ODE@._V1_SX300.jpg,"When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",68,English,Comedy| Music,Akiva Schaffer| Jorma Taccone,13 Sep 2016,USA,N/A,1 win & 6 nominations.,Andy Samberg| Jorma Taccone| Akiva Schaffer| Sarah Silverman
136,Meet the Blacks,Meet the Blacks,2016,tt4191580,5.9,"19,384",movie,http://meettheblacksmovie.com,Nicole DeMasi| Deon Taylor,94 min,True,01 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '13%'}| {'Source': 'Metacritic'| 'Value': '26/100'}],R,Hidden Empire Film Group,https://images-na.ssl-images-amazon.com/images/M/MV5BMzAxNDY3ODk3MF5BMl5BanBnXkFtZTgwMjYwNDA5NzE@._V1_SX300.jpg,"As Carl Black gets the opportunity to move his family out of Chicago in hope of a better life, their arrival in Beverly Hills is timed with that city's annual purge, where all crime is legal for twelve hours.",26,English,Comedy| Horror,Deon Taylor,N/A,USA,N/A,N/A,Mike Epps| Gary Owen| Zulay Henao| Bresha Webb
138,Ratchet & Clank,Ratchet,2016,tt5546812,N/A,N/A,movie,http://www.ratchetandclankmovie.com/,N/A,20 min,True,N/A,[{'Source': 'Rotten Tomatoes'| 'Value': '17%'}],N/A,Focus Features,N/A,"This is a urban story about a young woman kicked into the streets and she starts to dance at a shady club. Using the popularity of the down south strip clubs and night life,This story ...",N/A,N/A,Short| Drama,Jabaar Edmond,23 Aug 2016,USA,N/A,N/A,N/A
140,Shut In,Shut In,2016,tt2582500,4.7,"7,761",movie,http://www.shutinmovie.com/,Christina Hodson,91 min,True,11 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '4.7/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '8%'}| {'Source': 'Metacritic'| 'Value': '25/100'}],PG-13,EuropaCorp,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3MTAyMTE2MV5BMl5BanBnXkFtZTgwMzY5MzM0MDI@._V1_SX300.jpg,"A heart-pounding thriller about a widowed child psychologist who lives an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",25,English,Drama| Horror| Thriller,Farren Blackburn,28 Feb 2017,"France, Canada","$6,883,951",1 nomination.,Naomi Watts| Oliver Platt| Charlie Heaton| Jacob Tremblay
142,The Young Messiah,The Young Messiah,2016,tt1002563,5.5,"2,456",movie,http://www.theyoungmessiah.com/,Anne Rice (novel)| Betsy Giffen Nowrasteh (screenplay)| Cyrus Nowrasteh (screenplay),111 min,True,11 Mar 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '46%'}| {'Source': 'Metacritic'| 'Value': '33/100'}],PG-13,Focus Features,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NzM3NzczMF5BMl5BanBnXkFtZTgwMzM0NjkwNzE@._V1_SX300.jpg,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",33,English,Drama| Fantasy,Cyrus Nowrasteh,14 Jun 2016,USA,N/A,N/A,Adam Greaves-Neal| Sara Lazzaro| Vincent Walsh| Finn Ireland
144,Bleed for This,Bleed for This,2016,tt1620935,6.8,"16,184",movie,http://bleedforthisfilm.com/,Ben Younger (screenplay by)| Ben Younger (story by)| Pippa Bianco (story by)| Angelo Pizzo (story by),117 min,True,18 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.8/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '70%'}| {'Source': 'Metacritic'| 'Value': '62/100'}],R,Open Road Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNzgyNTUxMF5BMl5BanBnXkFtZTgwNzc0ODc1OTE@._V1_SX300.jpg,"The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks.",62,"English, French",Biography| Drama| Sport,Ben Younger,14 Feb 2017,USA,"$5,051,927",1 win.,Miles Teller| Aaron Eckhart| Katey Sagal| Ciarán Hinds
146,Hands of Stone,Hands of Stone,2016,tt1781827,6.6,"10,235",movie,N/A,Jonathan Jakubowicz,111 min,True,26 Aug 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '45%'}| {'Source': 'Metacritic'| 'Value': '54/100'}],R,Fuego Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxNzE4ODU1Nl5BMl5BanBnXkFtZTgwMDA4Njk0ODE@._V1_SX300.jpg,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,54,"English, Spanish",Action| Biography| Drama,Jonathan Jakubowicz,22 Nov 2016,"Panama, USA","$4,711,216",N/A,Edgar Ramírez| Robert De Niro| Usher Raymond| Rubén Blades
148,Denial,Denial,2016,tt4645330,6.6,"11,394",movie,http://www.bleeckerstreetmedia.com/denial,"David Hare (screenplay by)| Deborah Lipstadt (based on the book ""History on Trial: My Day in Court with a Holocaust Denier"" by)",109 min,True,21 Oct 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '82%'}| {'Source': 'Metacritic'| 'Value': '63/100'}],PG-13,Participant Media,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzODExNDEzMl5BMl5BanBnXkFtZTgwMDg3NjIyOTE@._V1_SX300.jpg,"Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel.",63,"English, German, Hebrew",Biography| Drama,Mick Jackson,03 Jan 2017,"UK, USA","$4,060,197",Nominated for 1 BAFTA Film Award. Another 2 nominations.,Rachel Weisz| Tom Wilkinson| Timothy Spall| Andrew Scott
150,Max Steel,Max Steel,2016,tt1472584,4.6,"13,823",movie,http://www.maxsteelfilm.com/,Christopher Yost,92 min,True,14 Oct 2016,[{'Source': 'Internet Movie Database'| 'Value': '4.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '0%'}| {'Source': 'Metacritic'| 'Value': '22/100'}],PG-13,Open Road Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2MTMwOTk3N15BMl5BanBnXkFtZTgwMDI5OTYxMDI@._V1_SX300.jpg,"The adventures of teenager Max McGrath and his alien companion, Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",22,English,Action| Adventure| Family,Stewart Hendler,10 Jan 2017,"UK, USA","$3,771,397",N/A,Ben Winchell| Josh Brener| Maria Bello| Andy Garcia
152,Rules Don't Apply,Rules Don't Apply,2016,tt1974420,5.7,"5,429",movie,http://www.foxmovies.com/movies/rules-dont-apply,Warren Beatty (screenplay by)| Warren Beatty (story by)| Bo Goldman (story by),127 min,True,23 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.7/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '55%'}| {'Source': 'Metacritic'| 'Value': '60/100'}],PG-13,20th Century Fox,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0MTk4MTI1M15BMl5BanBnXkFtZTgwOTIxMDQ0MDI@._V1_SX300.jpg,"The unconventional love story of an aspiring actress, her determined driver, and their boss, eccentric billionaire Howard Hughes.",60,English,Comedy| Drama| Romance,Warren Beatty,28 Feb 2017,USA,"$3,647,836",Nominated for 1 Golden Globe. Another 3 wins & 9 nominations.,Steve Tom| Paul Sorvino| Peter Mackenzie| Ivar Brogger
154,Green Room,The Green Room,2016–,tt4950016,2.2,9,series,http://www.foxmovies.com/movies/rules-dont-apply,N/A,N/A,True,20 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '2.2/10'}],N/A,,https://images-na.ssl-images-amazon.com/images/M/MV5BZWI2MWEzOTQtMWEyZC00YmIyLTllZWYtZmU2MWRjY2E0ZDJhXkEyXkFqcGdeQXVyMTk3ODgzMzU@._V1_SX300.jpg,"Friends, colleagues and weed come together in a Los Angeles Medical Marijuana Dispensary. Welcome to The Green Room, a Comedy Joint.",N/A,English,Comedy,N/A,,USA,,N/A,Kevin Michael Shiley| Danielle Montezinos| Andre Bello-Jones| Sarah A. Newton
156,Hillsong - Let Hope Rise,Hillsong: Let Hope Rise,2016,tt3850544,6.3,701,movie,http://www.hillsongmovie.com/,N/A,103 min,True,16 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '60%'}| {'Source': 'Metacritic'| 'Value': '43/100'}],PG,PureFlix,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2ODgwMDY4N15BMl5BanBnXkFtZTgwMzgwMzc0OTE@._V1_SX300.jpg,A documentary on the Australia-based band Hillsong and their rise to prominence as an international church.,43,English,Documentary| Family| Music,Michael John Warren,20 Dec 2016,USA,"$2,379,745",N/A,Michael Guy Chislett| Matt Crocker| Adam Crosariol| Jonathon Douglass
158,Billy Lynn's Long Halftime Walk,Billy Lynn's Long Halftime Walk,2016,tt2513074,6.3,"15,107",movie,http://www.billylynn-movie.com/,Ben Fountain (based on the novel by)| Jean-Christophe Castelli (screenplay by),113 min,True,18 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '46%'}| {'Source': 'Metacritic'| 'Value': '53/100'}],R,Sony Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NDI1Nzg4OF5BMl5BanBnXkFtZTgwNjYxOTg4ODE@._V1_SX300.jpg,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.,53,English,Drama| War,Ang Lee,14 Feb 2017,"UK, China, USA","$1,736,708",2 wins & 5 nominations.,Joe Alwyn| Garrett Hedlund| Arturo Castro| Mason Lee
160,Jane Got a Gun,error
162,Believe (2016),error
164,The Bounce Back,The Bounce Back,2016,tt3253232,4.9,249,movie,http://www.bouncebackmovie.com/,Victor Teran (screenplay)| Youssef Delara (screenplay)| Staci Robinson (screenplay),104 min,True,09 Dec 2016,[{'Source': 'Internet Movie Database'| 'Value': '4.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '67%'}],PG-13,Ankle Sock & Baseball Pants,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ2OTA3MTMzMV5BMl5BanBnXkFtZTgwMjY4ODUxMDI@._V1_SX300.jpg,A relationship guru and best-selling author finds himself falling for the licensed therapist who questions his methods.,N/A,English,Comedy| Romance,Youssef Delara,N/A,USA,"$320,676",N/A,Shemar Moore| Nadine Velazquez| Matthew Willig| Megan Stevenson
