,rank,name,name_link,budget,studio,total_gross,total_thea,open_gross,open_thea,open_date,close_date,Title,Year,imdbID,imdbRating,imdbVotes,Type,Website,Writer,Runtime,Response,Released,Ratings,Rated,Production,Poster,Plot,Metascore,Language,Genre,Director,DVD,Country,BoxOffice,Awards,Actors
103,107,Nine Lives (2016),http://www.boxofficemojo.com//movies/?id=ninelives2016.htm,$30 million,EC,19700032,2264,6249915.0,2264.0,8/5,10/27,Nine Lives,2016,tt4383594,5.3,"14,668",movie,http://ninelivesmovie.com/,Gwyn Lurie| Matt Allen| Caleb Wilson| Dan Antoniazzi| Ben Shiffrin,87 min,True,05 Aug 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '13%'}| {'Source': 'Metacritic'| 'Value': '11/100'}],PG,EuropaCorp,https://images-na.ssl-images-amazon.com/images/M/MV5BMzEzMjkwMjc3NV5BMl5BanBnXkFtZTgwMzc0NjY5ODE@._V1_SX300.jpg,A stuffy businessman finds himself trapped inside the body of his family's cat.,11.0,English,Comedy| Drama| Family,Barry Sonnenfeld,01 Nov 2016,"France, China, Canada","$19,637,449",N/A,Kevin Spacey| Jennifer Garner| Robbie Amell| Cheryl Hines
104,109,The Choice,http://www.boxofficemojo.com//movies/?id=thechoice.htm,,LGF,18730891,2631,6050443.0,2631.0,2/5,3/31,The Choice,2016,tt3797868,6.6,"23,611",movie,,Bryan Sipe (screenplay)| Nicholas Sparks (novel),111 min,True,05 Feb 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '11%'}| {'Source': 'Metacritic'| 'Value': '26/100'}],PG-13,Lionsgate Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMDA2ODcxMV5BMl5BanBnXkFtZTgwODMzOTMzNzE@._V1_SX300.jpg,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,26.0,English,Drama| Romance,Ross Katz,03 May 2016,USA,"$15,285,347",3 nominations.,Benjamin Walker| Teresa Palmer| Maggie Grace| Alexandra Daddario
105,111,Bad Santa 2,http://www.boxofficemojo.com//movies/?id=badsanta2.htm,$26 million,BG,17782178,2945,6176680.0,2920.0,11/23,1/26,Bad Santa 2,2016,tt1798603,5.5,"13,475",movie,http://www.badsanta2.com/,Johnny Rosenthal| Shauna Cross| Glenn Ficarra (based on characters created by)| John Requa (based on characters created by),92 min,True,23 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '23%'}| {'Source': 'Metacritic'| 'Value': '38/100'}],R,Miramax/Broad Green,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2MjE5Mzc4OF5BMl5BanBnXkFtZTgwMjc3NjEyMDI@._V1_SX300.jpg,"Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.",38.0,English,Comedy| Crime| Drama,Mark Waters,21 Feb 2017,USA,"$17,664,973",1 win & 2 nominations.,Billy Bob Thornton| Kathy Bates| Tony Cox| Christina Hendricks
106,113,Norm of the North,http://www.boxofficemojo.com//movies/?id=normofthenorth.htm,,LGF,17062499,2411,6844137.0,2411.0,1/15,3/17,Norm of the North,2016,tt1594972,3.6,"6,994",movie,https://www.facebook.com/NormOfTheNorthMovie,Daniel Altiere| Steven Altiere| Malcolm T. Goldman,90 min,True,15 Jan 2016,[{'Source': 'Internet Movie Database'| 'Value': '3.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '9%'}| {'Source': 'Metacritic'| 'Value': '21/100'}],PG,Lionsgate,https://images-na.ssl-images-amazon.com/images/M/MV5BNTY4MDk4Mjc4NV5BMl5BanBnXkFtZTgwNzg4OTk0NzE@._V1_SX300.jpg,"When a real estate development invades his Arctic home, Norm and his three lemming friends head to New York City, where Norm becomes the mascot of the corporation in an attempt to bring it down from the inside and protect his homeland.",21.0,English,Animation| Adventure| Comedy,Trevor Wall,19 Apr 2016,"USA, India","$12,320,716",,Rob Schneider| Heather Graham| Ken Jeong| Bill Nighy
107,115,Eddie the Eagle,http://www.boxofficemojo.com//movies/?id=eddietheeagle.htm,$23 million,Fox,15789389,2044,6084682.0,2042.0,2/26,5/26,Eddie the Eagle,2016,tt1083452,7.4,"61,741",movie,http://www.foxmovies.com/movies/eddie-the-eagle,Sean Macaulay (screenplay)| Simon Kelton (screenplay)| Simon Kelton (story),106 min,True,26 Feb 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.4/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '81%'}| {'Source': 'Metacritic'| 'Value': '54/100'}],PG-13,20th Century Fox,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxOTc5MTU1NF5BMl5BanBnXkFtZTgwODYyNTA1NzE@._V1_SX300.jpg,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",54.0,"English, German, Norwegian",Biography| Comedy| Drama,Dexter Fletcher,14 Jun 2016,"UK, Germany, USA","$20,047,049",2 wins & 9 nominations.,Tom Costello| Jo Hartley| Keith Allen| Dickon Tolson
108,117,Keeping Up with the Joneses,http://www.boxofficemojo.com//movies/?id=keepingupjoneses.htm,$40 million,Fox,14904426,3022,5461475.0,3022.0,10/21,12/29,Keeping Up with the Joneses,2016,tt2387499,5.9,"41,162",movie,http://www.jonesesmovie.com/,Michael LeSieur,105 min,True,21 Oct 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '19%'}| {'Source': 'Metacritic'| 'Value': '34/100'}],PG-13,20th Century Fox,https://images-na.ssl-images-amazon.com/images/M/MV5BNDU2OTU1NzE2Ml5BMl5BanBnXkFtZTgwMDQzMzgwMDI@._V1_SX300.jpg,A suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies.,34.0,"Mandarin, English, Hebrew",Action| Comedy,Greg Mottola,17 Jan 2017,USA,"$14,896,798",2 nominations.,Zach Galifianakis| Isla Fisher| Jon Hamm| Gal Gadot
109,119,Room,http://www.boxofficemojo.com//movies/?id=room2015.htm,,A24,14677654,862,118298.0,4.0,1/22,4/24,Room,2015,tt3170832,8.2,"247,840",movie,http://www.lahabitacion.com.ar/,Emma Donoghue (screenplay)| Emma Donoghue (novel),118 min,True,22 Jan 2016,[{'Source': 'Internet Movie Database'| 'Value': '8.2/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '94%'}| {'Source': 'Metacritic'| 'Value': '86/100'}],R,Element Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_SX300.jpg,A young boy is raised within the confines of a small shed.,86.0,English,Drama,Lenny Abrahamson,N/A,"Ireland, Canada, UK, USA","$14,677,654",Won 1 Oscar. Another 103 wins & 135 nominations.,Brie Larson| Jacob Tremblay| Sean Bridgers| Wendy Crewson
110,121,The Edge of Seventeen,http://www.boxofficemojo.com//movies/?id=besties.htm,$9 million,STX,14431633,1945,4754215.0,1945.0,11/18,1/5,The Edge of Seventeen,2016,tt1878870,7.4,"61,452",movie,http://stxmovies.com/theedgeofseventeen/,Kelly Fremon Craig,104 min,True,18 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.4/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '95%'}| {'Source': 'Metacritic'| 'Value': '77/100'}],R,STX Entertainment,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTM1NTQ1OF5BMl5BanBnXkFtZTgwNTk4MTM2MDI@._V1_SX300.jpg,"High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother.",77.0,English,Comedy| Drama,Kelly Fremon Craig,14 Feb 2017,"USA, China","$14,260,193",Nominated for 1 Golden Globe. Another 4 wins & 25 nominations.,Hailee Steinfeld| Haley Lu Richardson| Blake Jenner| Kyra Sedgwick
111,123,Hillary's America: The Secret History of the Democratic Party,http://www.boxofficemojo.com//movies/?id=hillarysamerica.htm,,QF,13099931,1217,74814.0,3.0,7/22,10/13,Hillary's America: The Secret History of the Democratic Party,2016,tt5646136,5.5,"5,131",movie,http://hillarysamericathemovie.com/,Dinesh D'Souza| Bruce Schooley,106 min,True,22 Jul 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '4%'}| {'Source': 'Metacritic'| 'Value': '2/100'}],PG-13,D'Sousa Media Corporation,https://images-na.ssl-images-amazon.com/images/M/MV5BZjA0YzY5MDMtMzUxYS00ZWViLTg3NzMtMGM0YTEzZTljZGRhXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,Documentarian Dinesh D'Souza analyzes the history of the Democratic Party and what he thinks are Hillary Clinton's true motivations.,2.0,English,Documentary,Dinesh D'Souza| Bruce Schooley,11 Oct 2016,USA,"$13,096,535",4 wins & 1 nomination.,Dinesh D'Souza| Jonah Goldberg| Andrea Cohen| Peter Schweizer
112,125,Triple 9,http://www.boxofficemojo.com//movies/?id=triplenine.htm,,ORF,12639297,2205,6109085.0,2205.0,2/26,4/14,Triple 9,2016,tt1712261,6.3,"52,448",movie,http://triple9movie.com/,Matt Cook,115 min,True,26 Feb 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '53%'}| {'Source': 'Metacritic'| 'Value': '52/100'}],R,Open Road Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NDcxMzczMV5BMl5BanBnXkFtZTgwODkxNTUwODE@._V1_SX300.jpg,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,52.0,"English, Spanish, Russian",Action| Crime| Drama,John Hillcoat,31 May 2016,USA,,4 nominations.,Chiwetel Ejiofor| Casey Affleck| Anthony Mackie| Woody Harrelson
113,127,Fifty Shades of Black,http://www.boxofficemojo.com//movies/?id=fiftyshadesofblack.htm,,ORF,11686940,2075,5900528.0,2075.0,1/29,3/25,Fifty Shades of Black,2016,tt4667094,3.5,"14,165",movie,http://50shadesofblackmovie.com/,Marlon Wayans| Rick Alvarez,92 min,True,29 Jan 2016,[{'Source': 'Internet Movie Database'| 'Value': '3.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '7%'}| {'Source': 'Metacritic'| 'Value': '28/100'}],R,Open Road Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MTg3MzY4OV5BMl5BanBnXkFtZTgwNTI4MzM1NzE@._V1_SX300.jpg,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,28.0,English,Comedy,Michael Tiddes,19 Apr 2016,USA,,1 win & 4 nominations.,Marlon Wayans| Kali Hawk| Fred Willard| Mike Epps
114,129,Cafe Society,http://www.boxofficemojo.com//movies/?id=cafesociety.htm,,LGF,11103205,631,359289.0,5.0,8/5,10/6,Pride and Prejudice and Zombies,2016,tt1374989,5.8,"38,230",movie,,Burr Steers (screenplay)| Jane Austen (Quirk Books novel)| Seth Grahame-Smith (Quirk Books novel),108 min,True,05 Feb 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.8/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '43%'}| {'Source': 'Metacritic'| 'Value': '45/100'}],PG-13,Sony Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MzA3NzYxMl5BMl5BanBnXkFtZTgwMzQ0NDA5NzE@._V1_SX300.jpg,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,45.0,"English, Japanese, Chinese",Action| Horror| Romance,Burr Steers,31 May 2016,"USA, UK","$8,639,097",1 win & 3 nominations.,Lily James| Sam Riley| Bella Heathcote| Ellie Bamber
115,131,The Darkness,http://www.boxofficemojo.com//movies/?id=bhtilt2016.htm,,BH Tilt,10753574,1769,4950859.0,1755.0,5/13,6/30,Nocturnal Animals,2016,tt4550098,7.5,"158,310",movie,,Tom Ford (screenplay by)| Austin Wright (novel),116 min,True,09 Dec 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '73%'}| {'Source': 'Metacritic'| 'Value': '67/100'}],R,Focus Features,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMzMwMzgxNl5BMl5BanBnXkFtZTgwMTA0MTUzMDI@._V1_SX300.jpg,"A wealthy art gallery owner receives a draft of her ex-husband's new novel, and once she starts reading it she just cannot put it down.",67.0,English,Crime| Drama| Romance,Tom Ford,21 Feb 2017,USA,"$10,639,114",Nominated for 1 Oscar. Another 16 wins & 131 nominations.,Amy Adams| Jake Gyllenhaal| Michael Shannon| Aaron Taylor-Johnson
116,133,The Lady in the Van,http://www.boxofficemojo.com//movies/?id=ladyinthevan.htm,,SPC,10021175,602,,,2/26,6/9,The Perfect Match,2016,tt4871980,4.9,"2,494",movie,,Brandon Broussard| Gary Hardwick| Hudson Obayuwana| Jana Savage| Dana Verde (screenplay by),96 min,True,11 Mar 2016,[{'Source': 'Internet Movie Database'| 'Value': '4.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '27%'}| {'Source': 'Metacritic'| 'Value': '41/100'}],R,Jorva Entertainment Productions,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NDY5NDUzMV5BMl5BanBnXkFtZTgwMTEyNDQ3NzE@._V1_SX300.jpg,"A playboy named Charlie, convinced that all his relationships are dead, meets the beautiful and mysterious Eva. Agreeing to a casual affair, Charlie then wants a bit more from their relationship.",41.0,English,Comedy| Romance,Bille Woodruff,19 Jul 2016,USA,"$7,428,856",,Terrence Jenkins| Cassie Ventura| Donald Faison| Dascha Polanco
117,135,Popstar: Never Stop Never Stopping,http://www.boxofficemojo.com//movies/?id=topsecretuntitledlonelyislandmovie.htm,,Uni.,9639125,2313,4698715.0,2311.0,6/3,7/28,Hardcore Henry,2015,tt3072482,6.7,"65,919",movie,N/A,Ilya Naishuller (screenwriter),96 min,True,08 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.7/10'}| {'Source': 'Metacritic'| 'Value': '51/100'}],R,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BNjIzNTcwMDc3Nl5BMl5BanBnXkFtZTgwNzU5NTY5NzE@._V1_SX300.jpg,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",51.0,"English, Russian",Action| Adventure| Sci-Fi,Ilya Naishuller,N/A,"Russia, USA",N/A,1 win & 1 nomination.,Sharlto Copley| Danila Kozlovsky| Haley Bennett| Tim Roth
118,137,Meet the Blacks,http://www.boxofficemojo.com//movies/?id=meettheblacks.htm,,Free,9097072,1015,4055940.0,1015.0,4/1,6/21,Queen of Katwe,2016,tt4341582,7.4,"9,338",movie,,William Wheeler (screenplay by)| Tim Crothers (based on the ESPN Magazine article and book by),124 min,True,30 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.4/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '93%'}| {'Source': 'Metacritic'| 'Value': '73/100'}],PG,Walt Disney Studios,https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ0MDg2NTY4N15BMl5BanBnXkFtZTgwOTk2NzU3OTE@._V1_SX300.jpg,A Ugandan girl sees her world rapidly change after being introduced to the game of chess.,73.0,English,Biography| Drama| Sport,Mira Nair,,USA,"$8,874,389",2 wins & 18 nominations.,Madina Nalwanga| David Oyelowo| Lupita Nyong'o| Martin Kabanza
119,139,Ratchet & Clank,http://www.boxofficemojo.com//movies/?id=ratchetandclank.htm,,Focus,8821329,2895,4869278.0,2891.0,4/29,6/2,The Wild Life,2016,tt4731008,5.3,"4,218",movie,http://www.thewildlife.movie/,Domonic Paris,91 min,True,09 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '16%'}| {'Source': 'Metacritic'| 'Value': '36/100'}],PG,StudioCanal,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4OTE0MjAwNl5BMl5BanBnXkFtZTgwMjY4Mzg2OTE@._V1_SX300.jpg,A daring parrot recounts how Robinson Crusoe came to be stranded on a tropical island.,36.0,"English, French, German",Animation| Adventure| Comedy,Vincent Kesteloot| Ben Stassen| Mimi Maynard,29 Nov 2016,"Belgium, France","$7,965,609",1 win.,Matthias Schweighöfer| Kaya Yanar| Ilka Bessin| Dieter Hallervorden
120,141,Shut In,http://www.boxofficemojo.com//movies/?id=shutin.htm,,EC,6900335,2058,3613567.0,2058.0,11/11,1/2,The Brothers Grimsby,2016,tt3381008,6.2,"68,347",movie,,Sacha Baron Cohen (story by)| Phil Johnston (story by)| Sacha Baron Cohen (screenplay by)| Phil Johnston (screenplay by)| Peter Baynham (screenplay by),83 min,True,11 Mar 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.2/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '37%'}| {'Source': 'Metacritic'| 'Value': '44/100'}],R,Big Talk Productions,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NTE3MjMwNV5BMl5BanBnXkFtZTgwMDc5NjQxODE@._V1_SX300.jpg,A new assignment forces a top spy to team up with his football hooligan brother.,44.0,"English, Ukrainian",Action| Adventure| Comedy,Louis Leterrier,21 Jun 2016,"UK, Australia, USA",,1 nomination.,Sacha Baron Cohen| Rebel Wilson| Freddie Crowder| Jon-Jon Lockwood
121,143,The Young Messiah,http://www.boxofficemojo.com//movies/?id=christthelord.htm,,Focus,6490401,1769,3294876.0,1761.0,3/11,4/21,Southside with You,2016,tt4258698,6.6,"6,956",movie,http://www.southsidewithyou.com,Richard Tanne,84 min,True,26 Aug 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '92%'}| {'Source': 'Metacritic'| 'Value': '74/100'}],PG-13,Miramax and Roadside Attractions,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3MTQ3NzE5NV5BMl5BanBnXkFtZTgwMjgzOTMxOTE@._V1_SX300.jpg,"The film chronicles the summer 1989 afternoon when the future President of the United States, Barack Obama, wooed his future First Lady, Michelle Obama, on a first date across Chicago's South Side.",74.0,English,Biography| Drama| History,Richard Tanne,13 Dec 2016,USA,"$6,303,853",1 win & 12 nominations.,Tika Sumpter| Parker Sawyers| Vanessa Bell Calloway| Phillip Edward Van Lear
122,145,Bleed for This,http://www.boxofficemojo.com//movies/?id=bleedforthis.htm,$6 million,ORF,5083906,1549,2366810.0,1549.0,11/18,12/15,Incarnate,2016,tt3216348,5.2,"8,041",movie,,Ronnie Christensen,91 min,True,02 Dec 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.2/10'}| {'Source': 'Metacritic'| 'Value': '30/100'}],PG-13,,https://images-na.ssl-images-amazon.com/images/M/MV5BOTI4NDkxMTAxM15BMl5BanBnXkFtZTgwMzU1Mzk5OTE@._V1_SX300.jpg,"A scientist with the ability to enter the subconscious minds of the possessed must save a young boy from the grips of a demon with powers never seen before, while facing the horrors of his past.",30.0,English,Horror| Thriller,Brad Peyton,,USA,,,Aaron Eckhart| Carice van Houten| Catalina Sandino Moreno| David Mazouz
123,147,Hands of Stone,http://www.boxofficemojo.com//movies/?id=handsofstone.htm,,Wein.,4712792,2011,1751388.0,810.0,8/26,10/13,Swiss Army Man,2016,tt4034354,7.0,"71,354",movie,http://swissarmyman.com/,Daniel Scheinert| Dan Kwan,97 min,True,01 Jul 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.0/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '69%'}| {'Source': 'Metacritic'| 'Value': '64/100'}],R,Blackbird Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0OTEyMjM1OF5BMl5BanBnXkFtZTgwMzMzODM4ODE@._V1_SX300.jpg,A hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home.,64.0,English,Adventure| Comedy| Drama,Dan Kwan| Daniel Scheinert,04 Oct 2016,"USA, Sweden","$4,208,879",6 wins & 28 nominations.,Paul Dano| Daniel Radcliffe| Mary Elizabeth Winstead| Antonia Ribero
124,149,Denial,http://www.boxofficemojo.com//movies/?id=denial.htm,,BST,4073489,648,93728.0,5.0,10/21,12/19,Morgan,2016,tt4520364,5.8,"28,364",movie,http://www.foxmovies.com/movies/morgan,Seth W. Owen,92 min,True,02 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.8/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '39%'}| {'Source': 'Metacritic'| 'Value': '48/100'}],R,Scott Free Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MjYyNDkxN15BMl5BanBnXkFtZTgwMTgxODAwOTE@._V1_SX300.jpg,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,48.0,English,Action| Horror| Sci-Fi,Luke Scott,13 Dec 2016,USA,"$3,912,052",2 nominations.,Kate Mara| Anya Taylor-Joy| Rose Leslie| Michael Yare
125,151,Max Steel,http://www.boxofficemojo.com//movies/?id=maxsteel.htm,,ORF,3818664,2034,2182216.0,2034.0,10/14,11/3,Batman: The Killing Joke,2016,tt4853102,6.5,"36,880",movie,,Brian Azzarello| Brian Bolland (based on the graphic novel illustrated by)| Bob Kane (Batman created by)| Bill Finger (Batman created by),76 min,True,25 Jul 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '45%'}],R,The Answer Studio,https://images-na.ssl-images-amazon.com/images/M/MV5BMTdjZTliODYtNWExMi00NjQ1LWIzN2MtN2Q5NTg5NTk3NzliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",,English,Animation| Action| Crime,Sam Liu,02 Aug 2016,USA,"$442,331",1 win & 2 nominations.,Kevin Conroy| Mark Hamill| Tara Strong| Ray Wise
126,153,Rules Don't Apply,http://www.boxofficemojo.com//movies/?id=rulesdontapply.htm,$25 million,Fox,3652206,2386,1589625.0,2382.0,11/23,12/22,Miss Sloane,2016,tt4540710,7.4,"30,204",movie,http://misssloanemovie.com/,Jonathan Perera,132 min,True,09 Dec 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.4/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '75%'}| {'Source': 'Metacritic'| 'Value': '64/100'}],R,EuropaCorp,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyODY4Njc4MjBeQTJeQWpwZ15BbWU4MDI0NTIzMDAy._V1_SX300.jpg,"In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.",64.0,English,Drama| Thriller,John Madden,21 Mar 2017,"France, USA","$3,439,171",Nominated for 1 Golden Globe. Another 4 nominations.,Jessica Chastain| Mark Strong| Alison Pill| Gugu Mbatha-Raw
127,155,Green Room,http://www.boxofficemojo.com//movies/?id=greenroom.htm,,A24,3220371,777,87984.0,3.0,5/13,7/14,The Disappointments Room,2016,tt2364897,3.9,"6,405",movie,https://www.facebook.com/TheDisappointmentsRoomMovie/,Wentworth Miller| D.J. Caruso,85 min,True,09 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '3.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '0%'}| {'Source': 'Metacritic'| 'Value': '31/100'}],R,Relativity Studios,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE0MTE3MzI4ODFeQTJeQWpwZ15BbWU4MDI1MDI0ODkx._V1_SX300.jpg,A mother and her young son release unimaginable horrors from the attic of their rural dream home.,31.0,English,Drama| Horror| Thriller,D.J. Caruso,20 Dec 2016,USA,"$2,411,580",1 nomination.,Kate Beckinsale| Mel Raido| Duncan Joiner| Lucas Till
128,157,Hillsong - Let Hope Rise,http://www.boxofficemojo.com//movies/?id=hillsong.htm,,PFR,2394386,816,1357243.0,816.0,9/16,10/23,Demolition,2015,tt1172049,7.0,"65,401",movie,http://www.demolition-themovie.com,Bryan Sipe,101 min,True,08 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.0/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '53%'}| {'Source': 'Metacritic'| 'Value': '49/100'}],R,Fox Searchlight,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4Nzg1MTYxMl5BMl5BanBnXkFtZTgwMjUxNDMyODE@._V1_SX300.jpg,"A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",49.0,English,Comedy| Drama,Jean-Marc Vallée,19 Jul 2016,USA,"$1,656,098",1 win & 2 nominations.,Jake Gyllenhaal| Naomi Watts| Chris Cooper| Judah Lewis
129,159,Billy Lynn's Long Halftime Walk,http://www.boxofficemojo.com//movies/?id=billylynn.htm,,TriS,1738477,1176,114129.0,2.0,11/18,12/15,I Saw the Light,2015,tt1490785,5.7,"4,585",movie,N/A,Marc Abraham| Colin Escott (book)| George Merritt (book)| William MacEwen (book),123 min,True,01 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.7/10'}| {'Source': 'Metacritic'| 'Value': '47/100'}],R,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NzQ1NjU2Ml5BMl5BanBnXkFtZTgwMzAwNjQ0NzE@._V1_SX300.jpg,"The story of the country-western singer Hank Williams, who in his brief life created one of the greatest bodies of work in American music. The film chronicles his rise to fame and its tragic effect on his health and personal life.",47.0,English,Biography| Drama| Music,Marc Abraham,N/A,USA,N/A,N/A,Tom Hiddleston| Elizabeth Olsen| Bradley Whitford| Cherry Jones
130,161,Jane Got a Gun,http://www.boxofficemojo.com//movies/?id=janegotagun.htm,,Wein.,1513793,1210,835572.0,1210.0,1/29,2/25,The Neon Demon,2016,tt1974419,6.2,"58,418",movie,http://theneondemon.com/,Nicolas Winding Refn (story by)| Nicolas Winding Refn (screenplay by)| Mary Laws (screenplay by)| Polly Stenham (screenplay by),118 min,True,24 Jun 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.2/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '57%'}| {'Source': 'Metacritic'| 'Value': '51/100'}],R,Space Rocket Nation,https://images-na.ssl-images-amazon.com/images/M/MV5BNTAyOTkxNTQ3NV5BMl5BanBnXkFtZTgwMjQ1NzQxOTE@._V1_SX300.jpg,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",51.0,English,Horror| Thriller,Nicolas Winding Refn,27 Sep 2016,"Denmark, France, USA",,16 wins & 33 nominations.,Elle Fanning| Karl Glusman| Jena Malone| Bella Heathcote
